ANT	dA	POST	TAG
Çatalhöyük ' te bulunan bir duvar resminde , Hasandağı görünüyor ve altta da bir yerleşim resmi var . Şimdiye kadar bu alttaki resmin , Çatalhöyük ' ün planı , üsttekinin	de	Hasandağı olduğu tezi öne sürüldü .	NDC
Yani arkeoloji tek başına yetmiyor . Şimdi klasik kazılarda	da	arkeometri araştırmalarına başlandı .	DC
Bu yapı birimi , tapınak olarak adlandırdığımız bir yer . Öteki yapı	da	tapınakla beraber olan ve yönetimle ilgili bir başka bina .	DC
Bakır Çukuru diye bir yer var ; oraya gittik , araştırmalar yaptık. Arkeometalurglar	da	örnekler topladı .	DC
Bakır kaynakları alınıyor ; doğal bakır yumuşak , onu soğukken	de	sıcakken de dövebilirsiniz .	DC
Bakırın tavlandığı ilk yerleşimlerden . Ölüler belki	de	ilk kez orada kefene sarıldılar ...	NDC
Burada önce kerpiçle başlayan insanlar , sonradan taşı öğreniyor , kullanıyorlar . Birçok şey bakımından , burası başlangıç . O yüzden	de	yok olmaması gerekiyor .	NDC
Bir de olasılıkla 3 . tabakada eski yerleşim yeri var . Bu	da	Melendiz kıyısında , güney tarafta , tamamen höyüğün dışında .	NDC
Öğütme taşları çok büyük , ama öğütme taşlarının bir kısmı hem öğütme işleminde , hem	de	belki taş işçiliğinde kullanılıyor .	NDC
Ayrıca Arkeometalurji çalışmalarında bir atılım yaptık . O	da	şimdi Boğaziçi Üniversitesi ' nde uygulanıyor .	NDC
Neolitik dönem deyince , yalnızca akla Mersin ' deki , Hatay ' daki kazılar geliyordu . Sonra ilk yerleşik köy dönemi olarak	da	, yüzey araştırmalarıyla saptanan höyükler arasında Çayönü seçildi .	NDC
Ahmet Mithat ' ın romanlarında sağlam bir İslâmî terbiye çoklukla babasızlığı telâfi eder ; karşıtlık , Avrupalılaşmak uğruna kafası karışmış babalarla bu kültür arasındadır . Böyle bir yapı , babasızlığa bulunmuş oldukça pratik , sağduyulu bir çözümdür ve Ahmet Mithat ' ı babasızlık tehdidini trajik gören diğer Tanzimat yazarlarından ayırır . Abdülhamid ' i kolaylıkla benimsemesi	de	her şeyde olduğu gibi ,  baba arayışında da Ahmet Mithat ' ın en pratik çözümlere yönelebildiğinin başka bir göstergesi sayılmalıdır .	DC
Abdülhamid ' i kolaylıkla benimsemesi de her şeyde olduğu gibi , baba arayışında	da	Ahmet Mithat ' ın en pratik çözümlere yönelebildiğinin başka bir göstergesi sayılmalıdır .	NDC
Ahmet Mithat ' a göre İslâm kültürünün büyük üstünlüğü manevî değerlere verdiği önemle namuslu ve iffetli insanlar yetiştirmesindedir . Bu konuda Namık Kemal	de	aynı onun gibi düşünür .	DC
Dahası Ceylan gibi o da " yanlış şeyler okuyarak " yolunu , hatta Ceylan ' dan biraz farklı olarak , aklını	da	yitirmiş bir gençtir .	NDC
Ahmet Mithat ' a göre İslâm kültürünün büyük üstünlüğü manevî değerlere verdiği önemle namuslu ve iffetli insanlar yetiştirmesindedir . Bu konuda Namık Kemal de aynı onun gibi düşünür . Aile bağı gibi bazı bağların Batı ' daki gibi zayıflamamış olması	da	İslâmî kültürün camiacı niteliğinden ileri gelir ve bu camiacılık korunması gerekli bir niteliktir .	DC
Bunlara Avrupalı demek caiz olabilecekse de sözün doğrusunu söyleyelim ki terakkiyât-ı fikriyenin o derecesi Avrupa ' da mehâsin-i ahlâk gayretinde bulunanlar nezdinde	de	istihsan edilememektedir .	NDC
Bunlara Avrupalı demek caiz olabilecekse de sözün doğrusunu söyleyelim ki terakkiyât-ı fikriyenin o derecesi Avrupa'da mehâsin-i ahlâk gayretinde bulunanlar nezdinde de istihsan edilememektedir. Recaizade Ekrem ' in Araba Sevdası ' nda Bihruz Bey ' in traji-komik öyküsü	de	, gerçekte , babanın yokluğundan öte , metinsel rehberini kaybetmiş ve yanlış metinler arasında kaybolmuş bir gencin , yani cehaletin öyküsüdür .	DC
Dolayısıyla , Hıfzı Veldet ' e göre Mecelle fıkha , yani İslâm kanununa dayanır ve " dine müstenit hukukun muğlaklığını taşır . Namık Kemal	de	24 sayılı İbret ' te çıkan bir makalesinde Tanzimat ' ın getirdiği yeni hukuksal düzenlemeleri eleştirirken şöyle der :…	DC
Zavallı Bihruz Bey ' in , M . Piyer ' in sorumsuz , plansız , programsız ve yalnızca alacağı parayı gözleyen eğitimine karşı kendisini koruyacak ya da yönlendirecek bir rehberi , yani bir babası ya da klasik eğitimi yoktur . Tanzimatçılar , adetleri bir miktar çoğalmış olan sıbyan mekteplerini	de	medresenin nüfuzundan kurtaramamışlar ve bu mektepleri , dünyevî gayelere hizmet eden ve çocuklara laakal kendi anadillerini okuyup yazmayı öğreten basit bir ilkmektep haline koyamamışlardır .	NDC
Ceylan nasıl okuduğu Batı romanlarıyla bir " feminist " olup çıkmışsa , Bihruz Bey	de	okuduğu gayet seviyesiz aşk şiirleriyle komik bir " aşık " olup çıkar .	DC
O müslümandır ve 18 ' inci asır feylesoflarının fikrî hareketinin getirdiği şeyleri , İslâm dininde , şeriatte ve fıkıhta arayacak kadar müslümandır . Ziya Bey	de	bu hususta kendisinden ayrılmaz .	DC
Orhan Okay bize Ahmet Mithat ' ın Bağdatlı Muhammed Zilhavi ' den medrese bilimlerini , Muhammed Şirazlı Bakır Can Muattar ' dan	da	Doğu ilim ve felsefesini öğrendiğini söyler .	NDC
Bu yazarların " yenilikçilik " lerinin onları bir Doğu-Batı ikilemine ittiği kanımca bir Cumhuriyet ideolojisi yorumudur . Bu yorum	da	ya yakın tarihimize bir kültürel ikilem yakıştırarak bu ikilemin Cumhuriyet ' le en " hayırlı " biçimde çözüldüğü yanılsamasından , ya da Cumhuriyetçiler ' in kendi ikilemlerini önceki kuşaklara yansıtmalarından kaynaklanıyor olabilir .	DC
Tanzimat döneminde egemen metin dediğim bu İslâmî düşünce ve dünya görüşünün çizdiği sınırlar içinde kabul edilmiştir . Bu sınırlar	da	pek öyle cömertçe çizilmemişti .	DC
Şeriat ahkâmı herkesin hukukunu	da	vazifelerini de ; akla , hikmete ve keyfiyete gayet uygun şekilde ayarlamıştır .	NDC
Rakım Efendi ' nin eğitiminde öncelikle İslâmî ilim ve sanatların geldiğini , ancak bunlardan sonra kimya , fizik , anatomi gibi müsbet ilimlere	de	yer verilebileceğini ; Rakım Efendi ' nin eğitiminin de , dünya görüşünün de temelini İslâmî ilimlerin oluşturarak müsbet ilimlerin sınırlarını belirlediğini görüyoruz .	NDC
Rakım Efendi ' nin eğitiminde öncelikle İslâmî ilim ve sanatların geldiğini , ancak bunlardan sonra kimya , fizik , anatomi gibi müsbet ilimlere de yer verilebileceğini ; Rakım Efendi ' nin eğitiminin	de	, dünya görüşünün de temelini İslâmî ilimlerin oluşturarak müsbet ilimlerin sınırlarını belirlediğini görüyoruz .	NDC
Babanın yokluğunda tek tutamak kuvvetli bir ahlâk anlayışı gibi görünüyordu . Belki	de	bu yüzden ondokuzuncu yüzyılda çok sayıda " oğula nasihat " ya da " çocuk terbiyesi " kitaplarına rastlarız .	NDC
Romanlarında bıkmadan usanmadan , babanın yokluğunda doğru ahlâk ve terbiyeye ulaşabilmiş çocukların kurtulabildiğini , diğerlerinin ise baştan çıkarak kaybolduklarını anlatır . Ahmet Mithat Efendi ' de " mürebbi-i efkâr " ın ille	de	bir baba olarak şahıslanması gerekmiyordu .	NDC
Ahmet Mithat Efendi ' de babasızlık , yanlış terbiyeyle eşittir . Kendisi	de	sağlam bir Osmanlı eğitimi görmüş olan Ahmet Mithat Efendi için tek çıkış İslâmî bir terbiye ve kültürün yol göstericiliğinde ilerlemedir .	DC
Ahmet Mithat Niza-ı İlm ü Din ' de şöyle der : " Medeniyet ve insâniyet ve diyanet nokta-i nazarlarından hiçbir kıymeti olmadıktan fazla , değersizliği , kıymetsizliği bedihî ve aşikâr olan bazı aksâm-ı edebiye bir takım genç mütercimler tarafından tercüme veyahut taklit yollu lisanımıza geçirilmekte ise	de	beri tarafta hikmet-i vâsia ve sâfiye-i islâmiye zaten ahlâk-ı umumiyemizi öyle bir metanetle takviye eylemiştir ki o edebiyat-ı meşkûkenin milyonda bir müslümanı cidden tağlit edebileceğine ihtimal verilemez . " 18 Ahmet Mithat ' ın romanlarında sağlam bir İslâmî terbiye çoklukla babasızlığı telâfi eder ; karşıtlık , Avrupalılaşmak uğruna kafası karışmış babalarla bu kültür arasındadır .	DC
Allah bizim belâmızı o mel ' un alafranga yüzünden vermek için çeşm-i basiretimizi bağlamış	da	 kızım orada alafranga terbiye alıyor  diye beni sevindirmiş .	DC
Allah bizim belâmızı o mel ' un alafranga yüzünden vermek için çeşm-i basiretimizi bağlamış da " kızım orada alafranga terbiye alıyor " diye beni sevindirmiş . Şimdi	de	işte böyle kan ağlatıyor .	NDC
Şimdi de işte böyle kan ağlatıyor . Şimdi	de	Felatun Bey ile Rakım Efendi ' de Rakım Efendi ' nin doğru yoldan sapmamasını sağlayan , yaşamının her dönemecinde ona rehberlik eden mutlak metnin Ahmet Mithat Efendi ' ye göre nelerden oluştuğuna bir bakalım .	NDC
Batıcı bir eğitimin ancak ve ancak böyle mutlak bir metin ya da mutlak İslâmî ilimler gölgesinde ve denetiminde edinildiğinde zararsız kalabileceği , mutlak bir metne eklenebileceği , bu haliyle	de	bir gencin eğitiminin ikincil bir parçası olabileceği söyleniyor .	DC
Burada dikkat edilecek şey , " garbiye " için tutulan " madama " nın olası , belki	de	kaçınılmaz kötü etkilerinden çocukları korumak olmalıdır .	NDC
Bunu pek iyi anlamanızı arzu ederiz . O yeni fikirlerin en aşağı dereceleri o kadar müdhiştir ki o derecelere varanlara " müslüman " demek , yalnız " müslümanım " diye ikrarlarından dolayı mümkün olabilip tasdikleri araştırılacak olursa hiç	de	mümkün olamayacağı görülür .	NDC
Çünkü böyle ahvalde kadınlara karşı endiferans göstermekten başka müessir ve müfit bir tedbir olamayacağı kâide-i tecrübiyesini o romanların kendisine bahşettiği fevâit cümlesinden olmak üzere tahattur ederek olduğu gibi orada kalmaya ve ( lando ) tekrar gelip geçtiği vakit kendisi	de	vazifesizce başka bir tarafa bakmaya karar verdi .	NDC
Giderek , gerçekle yanılsama arasındaki çizgiyi sözcüklerde yitiren Bihruz Bey ( ss . 75-77 ) sonunda ünlü " siyehçerde " yorumuyla belki	de	dünya edebiyatının en eşsiz budalaları arasında yerini alır .	NDC
Rakım Efendi gibi idealize ederek özdeşleştiği bu roman başkişileri , aklı başında annelerin tuttuğu İslâm düşünce ve terbiyesine vâkıf eğitmenlerle yetiştirilmiş çocuklardır . Yozlaşmış babaların varlığı , babasızlıktan daha	da	büyük bir tehlike oluşturabilir : Ahmet Metin ve Şirzat ' ta Neofari ' nin babası , Felatun Bey ile Rakım Efendi ' de Felatun Bey ' in babası , Jön Türk ' te Ceylan ' ın babası gibi .	NDC
Ceylan ' ın babasının pişmanlık dolu feryatlarında ise , oğluna sahip çıkamamış bir kültürün dövünmelerini duyup , bir yandan ders alıp , bir yandan	da	arınmamız gerekir .	NDC
Örneğin Felsefe-i Zenan ' da Fazıla Hanım ' ın eğitimi böyle bir eğitimdir . Bu tür bir eğitimden geçmiş çocuklar babanın ölümünden sonra	da	yollarını şaşırmazlar .	NDC
İyi yetişmenin bir tek koşulu vardır : o	da	Jön Türk ' ün Ahdiyesi ' nin yaptığı gibi İslâm kültürünün Batı kültürüne üstünlüğünü bir an bile gözardı etmemek .	DC
 Siyehçerde  komedisi bu şaşkınlıktan kaynaklanıyor çünkü Bihruz Bey anadilinde sözlük kullanmasını bile bilmiyor . Dahası Ceylan gibi o	da	 yanlış şeyler okuyarak  yolunu , hatta Ceylan ' dan biraz farklı olarak , aklını da yitirmiş bir gençtir .	NDC
Ahmet Mithat ' a göre Müslüman kadının bu camiacı toplumda öylesine ayrıcalıklı bir konumu vardır ki feminizme hiç gerek yoktur . Bir kez Katoliklik ' te boşanma yoktur fakat Müslümanlıkta vardır ; bu	da	kadına kötü bir evliliğe mahkum olmama şansı verdiği için iyidir .	DC
Belki de bu yüzden ondokuzuncu yüzyılda çok sayıda " oğula nasihat " ya	da	 çocuk terbiyesi  kitaplarına rastlarız .	NDC
Batıcı bir eğitimin ancak ve ancak böyle mutlak bir metin ya	da	mutlak İslâmî ilimler gölgesinde ve denetiminde edinildiğinde zararsız kalabileceği , mutlak bir metne eklenebileceği , bu haliyle de bir gencin eğitiminin ikincil bir parçası olabileceği söyleniyor .	NDC
Zavallı Bihruz Bey ' in , M . Piyer ' in sorumsuz , plansız , programsız ve yalnızca alacağı parayı gözleyen eğitimine karşı kendisini koruyacak ya da yönlendirecek bir rehberi , yani bir babası ya	da	klasik eğitimi yoktur .	NDC
Ceylan nasıl okuduğu Batı romanlarıyla bir feminist olup çıkmışsa Bihruz Bey de okuduğu gayet seviyesiz aşk şiirleriyle komik bir aşık olup çıkar . Kişiliğini gerçekler ya	da	yaşantısı değil sözcükler belirler .	NDC
Bu yorum da ya yakın tarihimize bir kültürel ikilem yakıştırarak bu ikilemin Cumhuriyet'le en "hayırlı" biçimde çözüldüğü yanılsamasından , ya	da	Cumhuriyetçiler ' in kendi ikilemlerini önceki kuşaklara yansıtmalarından kaynaklanıyor olabilir .	NDC
Hiç değilse Tanzimat düşünce ve edebiyatına egemen olan özellik ikilem değil, tersine İslâm düşünce, felsefe, dünya görüşü ve bilgi kuramının tartışılmaz belirleyiciliğidir. Bütün yenileşme ya	da	batılılaşma hareketleri , Tanzimat döneminde egemen metin dediğim bu İslâmî düşünce ve dünya görüşünün çizdiği sınırlar içinde kabul edilmiştir .	NDC
Recaizade Ekrem , Araba Sevdası ' nda kendi yazdığını sürekli hiçlerken çağının ve edebî geleneğin diğer metinlerine de sürekli göndermeler yapar ; bu metinlerarası göndermelerden klasik Divan Edebiyatı , çağdaşı Tanzimat Edebiyatı ve Fransız romantikleri paylarını alırlar . Yalnız bütün bu göndermeler içinde , roman kendi kendini	de	hiçler ; bir bakıma kendine de gönderme yaparak , yazılış mantığını sorgular .	NDC
Recaizade Ekrem , Araba Sevdası ' nda kendi yazdığını sürekli hiçlerken çağının ve edebî geleneğin diğer metinlerine de sürekli göndermeler yapar ; bu metinlerarası göndermelerden klasik Divan Edebiyatı , çağdaşı Tanzimat Edebiyatı ve Fransız romantikleri paylarını alırlar . Yalnız bütün bu göndermeler içinde , roman kendi kendini de hiçler ; bir bakıma kendine	de	gönderme yaparak , yazılış mantığını sorgular .	DC
Bihruz Bey ilk bakışta Ahmet Mithat Efendi ' nin alafranga züppelerini , o tahsilsiz , terbiyesiz Felatun Bey ' lerden birini çağrıştırır . O	da	genç yaşta babasız kalmıştır .	NDC
Onlar bitince İstanbul tarafındaki en az irat getiren dükkânlar birer birer defolundu . Badehu Beyoğlu ' ndaki ehemmiyetli mağazalara sıra geldi . Bunlar	da	elden çıkarıldı . İrat namına Galata ' da bir han kalmış idi .	DC
Çamlıca bahçesinde Periveş Hanımı ilk gördüğünde dinlemekte olduğu Belle Heléne opereti roman boyunca Bihruz Beyin zihnindedir sevindikçe bu melodiyi mırıldandığını duyarız üzüldükçe kâbuslarının müziği olur . Recaizade Ekram'in sık sık başvurduğu başka bir dil parodisi	de	, edebî gelenekte daha önce ciddi ve soylu konuların anlatımında benimsenen bir üslûbu , Bihruz Bey ' in sıradan , komik , anlamsız davranışlarını betimlerken kullanmasıdır .	NDC
İkincisi , müdahaleci , her şeyi bilen , mutlak anlatıcı konumunu koruyan Recaizade Ekrem ' in	de	anlatımında benimsediği bir dil yoktur .	NDC
Kimi zaman eski metinlerdeki klasik üslûbu kullanır ; yer yer kişilerin ( özellikle	de	Bihruz ' un ) konuşma ve düşünme üslûbunu taklit eder .	NDC
Mutlak bir anlatı üslûbunu benimsememesi , onun mutlak anlatıcı işlevini de kısıtlar : bu bakımdan babasızlığın anlamını anlatıda	da	hissettirebilmiş tek Tanzimat yazarıdır .	NDC
Derken Bihruz Beyin yağız atı beyin altından sıyrılıp ve büyük bir atmaca gibi havalanıp uçmaya , kaplumbağalar dansetmeye , fino köpeği	de	( Belle Helene ) operasından bir parçayı terennüm ederek havlamaya başlıyor .	DC
Filhakika o pirâneser ağaçlar vaktiyle genç idi , havay-ı arzu önünde bîkarar olan ehl-i şebap gibi bunlar	da	en hafif bir rüzgâr ile hemen ihtizaza gelirler ve şevk ve ümide dair güft-ü şinide başlarlar idi .	NDC
Dahası , romanda kullanılan diller kimseye ait değildir ; kimse ne kendi kullandığı dili , ne de başkalarının kullandığı dili anlar . Bu iletişimsizlikte açıklamalar , yinelemeler	de	yarar sağlamaz .	DC
Bu yaklaşım genelde hazır biçim ve izlekleri kırıp değişmeye zorlayarak , ya eski biçimlerin parodisi ya da yeni biçim denemeleriyle eskiye başkaldırıyı da içerir . Recaizade Ekrem , Araba Sevdası ' nda kendi yazdığını sürekli hiçlerken çağının ve edebî geleneğin diğer metinlerine	de	sürekli göndermeler yapar .	NDC
Recaizade Ekrem haşarı bir oğuldur . Eğer Tanzimat romanına bir batılılaşma romanı değil	de	bir modernleşme romanı olarak bakarsak , Araba Sevdası gerçek anlamda modern ilk romandır .	NDC
Bu aralık Mösyö Piyer etekleri yerlere sürünür derecede uzun bir rop dö şambr giymiş , başında rengâmiz tüylerle müzeyyen bir kadın şapkası , iki koltuğunda	da	birer bordo şişesi olduğu halde birdenbire meydana çıkıyor	NDC
Recaizade Ekram ' in sık sık başvurduğu başka bir dil parodisi de , edebî gelenekte daha önce ciddi ve soylu konuların anlatımında benimsenen bir üslûbu , Bihruz Bey ' in sıradan , komik , anlamsız davranışlarını betimlerken kullanmasıdır . Bu tür parodi , olay ya	da	, kişinin bu yüksek dili haketmediğini karşıtlık yoluyla göstererek ,	NDC
